"Data Source","Country/Region Name","Product Name","Element Name","Units","Year","Value"
"CBS","Turkey","Population","Population","1000","2010/11","72327.0"
"CBS","Turkey","Population","Population","1000","2009/10","71339.0"
"CBS","Turkey","Population","Population","1000","2008/09","70440.0"
"CBS","Turkey","Population","Population","1000","2007/08","69597.0"
"CBS","Turkey","Population","Population","1000","2006/07","68763.0"
"CBS","Turkey","Population","Population","1000","2005/06","67903.0"
"CBS","Turkey","Population","Population","1000","2004/05","67008.0"
"CBS","Turkey","Population","Population","1000","2003/04","66086.0"
"CBS","Turkey","Population","Population","1000","2002/03","65143.0"
"CBS","Turkey","Population","Population","1000","2001/02","64191.0"
"CBS","Turkey","Population","Population","1000","2000/01","63240.0"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2018/19","0.04"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2017/18","0.05"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2016/17","0.0558"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2015/16","0.0572"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2014/15","0.0275"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2013/14","0.022251"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2012/13","0.008381"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2011/12","0.098456"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2010/11","0.091248"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2009/10","0.051439"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2008/09","0.019279"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2007/08","0.007943"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2006/07","0.001117"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2005/06","0.005628"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2004/05","7.18E-4"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2003/04","9.58E-4"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2002/03","0.004263"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2001/02","0.002295"
"CBS","Turkey","Rice (milled)","Exports","Million tonnes","2000/01","0.004198"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2018/19","0.05"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2017/18","0.05"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2016/17","0.05692"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2015/16","0.049739"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2014/15","0.027162"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2013/14","0.021153"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2012/13","0.03535"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2011/12","0.089591"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2010/11","0.093512"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2009/10","0.026166"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2008/09","0.023792"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2007/08","0.00281"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2006/07","0.003706"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2005/06","0.003038"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2004/05","7.61E-4"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2003/04","0.001278"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2002/03","0.004805"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2001/02","0.002605"
"CBS","Turkey","Rice (milled)","Exports (NMY)","Million tonnes","2000/01","0.005645"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2018/19","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2017/18","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2016/17","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2015/16","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2014/15","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2013/14","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2012/13","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2011/12","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2010/11","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2009/10","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2008/09","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2007/08","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2006/07","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2005/06","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2004/05","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2003/04","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2002/03","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2001/02","60.0"
"CBS","Turkey","Rice (milled)","Extraction Rate","%","2000/01","60.0"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2018/19","0.7665"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2017/18","0.7472"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2016/17","0.727787"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2015/16","0.723176"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2014/15","0.715939"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2013/14","0.692641"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2012/13","0.683298"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2011/12","0.667481"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2010/11","0.666235"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2009/10","0.64698"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2008/09","0.6099"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2007/08","0.586731"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2006/07","0.55412"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2005/06","0.546638"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2004/05","0.527915"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2003/04","0.421657"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2002/03","0.517762"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2001/02","0.507654"
"CBS","Turkey","Rice (milled)","Food Use","Million tonnes","2000/01","0.493015"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2018/19","0.29"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2017/18","0.33"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2016/17","0.287"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2015/16","0.2203"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2014/15","0.2458"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2013/14","0.38858"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2012/13","0.22606"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2011/12","0.1828"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2010/11","0.24944"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2009/10","0.39186"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2008/09","0.20407"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2007/08","0.22263"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2006/07","0.19318"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2005/06","0.23042"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2004/05","0.26283"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2003/04","0.14251"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2002/03","0.38429"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2001/02","0.2873"
"CBS","Turkey","Rice (milled)","Imports","Million tonnes","2000/01","0.22576"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2018/19","0.275"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2017/18","0.38"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2016/17","0.256569"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2015/16","0.209355"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2014/15","0.305045"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2013/14","0.33136"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2012/13","0.226393"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2011/12","0.172274"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2010/11","0.295347"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2009/10","0.351446"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2008/09","0.19094"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2007/08","0.248381"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2006/07","0.169126"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2005/06","0.236776"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2004/05","0.278976"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2003/04","0.124735"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2002/03","0.392067"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2001/02","0.287459"
"CBS","Turkey","Rice (milled)","Imports (NMY)","Million tonnes","2000/01","0.30866"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2018/19","0.13"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2017/18","0.065"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2016/17","0.095"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2015/16","0.16"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2014/15","0.15"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2013/14","0.06"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2012/13","0.07"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2011/12","0.16"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2010/11","0.15"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2009/10","0.06"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2008/09","0.09"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2007/08","0.07"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2006/07","0.07"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2005/06","0.05"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2004/05","0.035"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2003/04","0.13"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2002/03","0.07"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2001/02","0.1"
"CBS","Turkey","Rice (milled)","Opening Stocks","Million tonnes","2000/01","0.11"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2018/19","0.0595"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2017/18","0.0578"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2016/17","0.053862"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2015/16","0.05344"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2014/15","0.049944"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2013/14","0.067566"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2012/13","0.045745"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2011/12","0.045202"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2010/11","0.0416"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2009/10","0.0383"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2008/09","0.039048"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2007/08","0.02764"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2006/07","0.0289"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2005/06","0.0271"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2004/05","0.0293"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2003/04","0.02"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2002/03","0.0255"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2001/02","0.0232"
"CBS","Turkey","Rice (milled)","Other Uses","Million tonnes","2000/01","0.03"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2018/19","9.4"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2017/18","9.3"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2016/17","9.2"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2015/16","9.2"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2014/15","9.3"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2013/14","9.1"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2012/13","9.2"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2011/12","9.1"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2010/11","9.2"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2009/10","9.1"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2008/09","8.7"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2007/08","8.4"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2006/07","8.1"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2005/06","8.1"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2004/05","7.9"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2003/04","6.4"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2002/03","7.9"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2001/02","7.9"
"CBS","Turkey","Rice (milled)","Per Capita Food Use","Kg/Yr","2000/01","7.8"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2018/19","0.561"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2017/18","0.54"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2016/17","0.552"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2015/16","0.552"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2014/15","0.498"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2013/14","0.54"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2012/13","0.528"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2011/12","0.54"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2010/11","0.516"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2009/10","0.45"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2008/09","0.4518"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2007/08","0.3888"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2006/07","0.4176"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2005/06","0.36"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2004/05","0.294"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2003/04","0.2232"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2002/03","0.216"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2001/02","0.216"
"CBS","Turkey","Rice (milled)","Production","Million tonnes","2000/01","0.21"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2018/19","0.691"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2017/18","0.605"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2016/17","0.647"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2015/16","0.712"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2014/15","0.648"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2013/14","0.6"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2012/13","0.598"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2011/12","0.7"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2010/11","0.666"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2009/10","0.51"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2008/09","0.5418"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2007/08","0.4588"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2006/07","0.4876"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2005/06","0.41"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2004/05","0.329"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2003/04","0.3532"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2002/03","0.286"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2001/02","0.316"
"CBS","Turkey","Rice (milled)","Supply","Million tonnes","2000/01","0.32"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2018/19","0.966"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2017/18","0.985"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2016/17","0.903569"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2015/16","0.921355"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2014/15","0.953045"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2013/14","0.93136"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2012/13","0.824393"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2011/12","0.872274"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2010/11","0.961347"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2009/10","0.861446"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2008/09","0.73274"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2007/08","0.707181"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2006/07","0.656726"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2005/06","0.646776"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2004/05","0.607976"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2003/04","0.477935"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2002/03","0.678067"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2001/02","0.603459"
"CBS","Turkey","Rice (milled)","Total Supply","Million tonnes","2000/01","0.62866"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2018/19","0.966"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2017/18","0.985"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2016/17","0.903569"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2015/16","0.921355"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2014/15","0.953045"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2013/14","0.93136"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2012/13","0.824393"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2011/12","0.872274"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2010/11","0.961347"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2009/10","0.861446"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2008/09","0.73274"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2007/08","0.707181"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2006/07","0.656726"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2005/06","0.646776"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2004/05","0.607976"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2003/04","0.477935"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2002/03","0.678067"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2001/02","0.603459"
"CBS","Turkey","Rice (milled)","Total Utilization","Million tonnes","2000/01","0.62866"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2018/19","0.826"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2017/18","0.805"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2016/17","0.781649"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2015/16","0.776616"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2014/15","0.765883"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2013/14","0.760207"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2012/13","0.729043"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2011/12","0.712683"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2010/11","0.707835"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2009/10","0.68528"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2008/09","0.648948"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2007/08","0.614371"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2006/07","0.58302"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2005/06","0.573738"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2004/05","0.557215"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2003/04","0.441657"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2002/03","0.543262"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2001/02","0.530854"
"CBS","Turkey","Rice (milled)","Utilization","Million tonnes","2000/01","0.523015"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2018/19","8.13"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2017/18","8.219"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2016/17","7.924"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2015/16","7.938"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2014/15","7.643"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2013/14","8.137"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2012/13","7.352"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2011/12","9.054"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2010/11","8.687"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2009/10","7.78"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2008/09","7.568"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2007/08","6.908"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2006/07","7.03"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2005/06","7.067"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2004/05","7.0"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2003/04","5.723"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2002/03","6.02"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2001/02","6.102"
"CBS","Turkey","Rice (milled)","Yield","Tonnes/Ha","2000/01","6.045"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2018/19","0.093"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2017/18","0.1"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2016/17","0.132"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2015/16","0.037"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2014/15","0.016"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2013/14","0.04"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2012/13","0.027"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2011/12","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2010/11","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2009/10","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2008/09","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2007/08","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2006/07","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2005/06","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2004/05","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2003/04","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2002/03","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2001/02","0.0"
"CBS","Turkey","Soybeans","Exports (ITY)","Million tonnes","2000/01","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2018/19","0.093"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2017/18","0.1"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2016/17","0.132"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2015/16","0.037"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2014/15","0.016"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2013/14","0.04"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2012/13","0.027"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2011/12","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2010/11","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2009/10","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2008/09","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2007/08","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2006/07","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2005/06","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2004/05","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2003/04","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2002/03","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2001/02","0.0"
"CBS","Turkey","Soybeans","Exports (NMY)","Million tonnes","2000/01","0.0"
"CBS","Turkey","Soybeans","Imports (ITY)","Million tonnes","2018/19","1.946"
"CBS","Turkey","Soybeans","Imports (ITY)","Million tonnes","2017/18","1.944"
"CBS","Turkey","Soybeans","Imports (ITY)","Million tonnes","2016/17","2.271"
"CBS","Turkey","Soybeans","Imports (ITY)","Million tonnes","2015/16","2.283"
